OrderID,OrderDate,Product,Category,Quantity,UnitPrice,TotalAmount,Region
2616,2023-02-18,Coke,Beverage,4,328,1312,East
2617,2023-02-18,Pepsi,Beverage,3,235,705,North
2618,2023-02-18,Juice,Beverage,2,285,570,East
2619,2023-02-18,Sandwich,Food,4,171,684,West
2620,2023-02-18,Juice,Beverage,1,463,463,West
2621,2023-02-18,Pepsi,Beverage,1,102,102,North
2622,2023-02-18,Fries,Food,1,487,487,East
2623,2023-02-19,Pasta,Food,3,323,969,East
2624,2023-02-19,Juice,Beverage,4,461,1844,West
2625,2023-02-19,Sandwich,Food,2,109,218,North
2626,2023-02-19,Pepsi,Beverage,1,483,483,East
2627,2023-02-19,Fries,Food,2,330,660,North
2628,2023-02-19,Coke,Beverage,3,165,495,West
2629,2023-02-19,Burger,Food,1,211,211,North
2630,2023-02-19,Pizza,Food,1,492,492,West
2631,2023-02-19,Sandwich,Food,4,185,740,North
2632,2023-02-19,Coke,Beverage,2,189,378,North
2633,2023-02-19,Pizza,Food,2,153,306,West
2634,2023-02-19,Sandwich,Food,4,308,1232,South
2635,2023-02-19,Juice,Beverage,2,113,226,West
2636,2023-02-19,Coke,Beverage,1,476,476,West
2637,2023-02-19,Juice,Beverage,4,174,696,West
2638,2023-02-19,Coke,Beverage,4,342,1368,West
2639,2023-02-19,Coke,Beverage,3,169,507,East
2640,2023-02-19,Burger,Food,4,310,1240,South
2641,2023-02-19,Fries,Food,1,285,285,North
2642,2023-02-19,Juice,Beverage,4,210,840,South
2643,2023-02-19,Pasta,Food,1,231,231,West
2644,2023-02-19,Sandwich,Food,4,493,1972,West
2645,2023-02-19,Pepsi,Beverage,4,326,1304,West
2646,2023-02-19,Pasta,Food,2,392,784,East
2647,2023-02-19,Fries,Food,2,409,818,South
2648,2023-02-19,Pasta,Food,4,458,1832,West
2649,2023-02-19,Burger,Food,1,301,301,West
2650,2023-02-20,Fries,Food,2,359,718,South
2651,2023-02-20,Pepsi,Beverage,4,156,624,East
2652,2023-02-20,Pepsi,Beverage,1,119,119,West
2653,2023-02-20,Juice,Beverage,1,218,218,East
2654,2023-02-20,Fries,Food,3,103,309,North
2655,2023-02-20,Sandwich,Food,1,113,113,East
2656,2023-02-20,Pepsi,Beverage,3,315,945,West
2657,2023-02-20,Pasta,Food,1,435,435,West
2658,2023-02-20,Fries,Food,2,154,308,South
2659,2023-02-20,Coke,Beverage,4,487,1948,East
2660,2023-02-20,Burger,Food,4,353,1412,West
2661,2023-02-20,Pepsi,Beverage,4,261,1044,West
2662,2023-02-20,Pasta,Food,2,181,362,East
2663,2023-02-20,Juice,Beverage,3,258,774,East
2664,2023-02-20,Burger,Food,4,159,636,South
2665,2023-02-20,Burger,Food,3,404,1212,East
2666,2023-02-20,Burger,Food,3,465,1395,West
2667,2023-02-20,Pepsi,Beverage,3,251,753,East
2668,2023-02-20,Pepsi,Beverage,1,175,175,East
2669,2023-02-20,Juice,Beverage,2,413,826,West
2670,2023-02-20,Fries,Food,2,216,432,South
2671,2023-02-20,Pepsi,Beverage,3,455,1365,South
2672,2023-02-20,Pizza,Food,4,118,472,East
2673,2023-02-20,Pasta,Food,4,272,1088,South
2674,2023-02-20,Burger,Food,4,449,1796,South
2675,2023-02-21,Burger,Food,1,282,282,South
2676,2023-02-21,Pasta,Food,1,245,245,South
2677,2023-02-21,Pasta,Food,3,215,645,South
2678,2023-02-21,Pasta,Food,1,350,350,South
2679,2023-02-21,Coke,Beverage,4,350,1400,South
2680,2023-02-21,Burger,Food,3,412,1236,West
2681,2023-02-21,Pasta,Food,4,217,868,South
2682,2023-02-21,Coke,Beverage,1,260,260,East
2683,2023-02-21,Burger,Food,1,297,297,South
2684,2023-02-21,Pasta,Food,4,247,988,West
2685,2023-02-21,Sandwich,Food,4,146,584,South
2686,2023-02-21,Pepsi,Beverage,3,498,1494,West
2687,2023-02-21,Juice,Beverage,2,146,292,West
2688,2023-02-21,Fries,Food,2,223,446,South
2689,2023-02-21,Juice,Beverage,3,458,1374,East
2690,2023-02-21,Sandwich,Food,1,189,189,East
2691,2023-02-21,Pasta,Food,4,424,1696,South
2692,2023-02-21,Juice,Beverage,1,160,160,East
2693,2023-02-21,Pasta,Food,2,149,298,South
2694,2023-02-21,Pasta,Food,3,206,618,West
2695,2023-02-21,Fries,Food,1,449,449,North
2696,2023-02-21,Burger,Food,2,217,434,South
2697,2023-02-21,Coke,Beverage,1,297,297,East
2698,2023-02-21,Fries,Food,1,464,464,North
2699,2023-02-21,Pepsi,Beverage,3,344,1032,West
2700,2023-02-21,Coke,Beverage,3,134,402,East
2701,2023-02-21,Sandwich,Food,2,168,336,North
2702,2023-02-21,Fries,Food,1,419,419,South
2703,2023-02-21,Juice,Beverage,1,148,148,North
2704,2023-02-21,Sandwich,Food,1,173,173,South
2705,2023-02-21,Sandwich,Food,4,360,1440,North
2706,2023-02-21,Burger,Food,4,169,676,West
2707,2023-02-21,Sandwich,Food,2,359,718,North
2708,2023-02-21,Pizza,Food,2,330,660,South
2709,2023-02-21,Pizza,Food,3,228,684,West
2710,2023-02-21,Pepsi,Beverage,4,412,1648,North
2711,2023-02-21,Burger,Food,4,425,1700,South
2712,2023-02-21,Pepsi,Beverage,1,281,281,West
2713,2023-02-21,Sandwich,Food,2,415,830,South
2714,2023-02-21,Pasta,Food,4,287,1148,East
2715,2023-02-21,Burger,Food,1,130,130,North
2716,2023-02-21,Pasta,Food,4,251,1004,South
2717,2023-02-22,Sandwich,Food,4,312,1248,West
2718,2023-02-22,Pepsi,Beverage,2,463,926,West
2719,2023-02-22,Burger,Food,2,441,882,West
2720,2023-02-22,Coke,Beverage,4,490,1960,North
2721,2023-02-22,Coke,Beverage,3,319,957,East
2722,2023-02-22,Burger,Food,2,219,438,North
2723,2023-02-22,Sandwich,Food,2,435,870,West
2724,2023-02-22,Fries,Food,4,281,1124,South
2725,2023-02-22,Pasta,Food,3,205,615,West
2726,2023-02-22,Pizza,Food,1,304,304,South
2727,2023-02-22,Pasta,Food,2,143,286,West
2728,2023-02-22,Fries,Food,1,400,400,South
2729,2023-02-22,Burger,Food,4,283,1132,East
2730,2023-02-22,Pepsi,Beverage,3,183,549,South
2731,2023-02-22,Juice,Beverage,2,349,698,North
2732,2023-02-22,Burger,Food,3,120,360,South
2733,2023-02-22,Burger,Food,4,277,1108,East
2734,2023-02-22,Burger,Food,1,106,106,East
2735,2023-02-22,Burger,Food,2,226,452,North
2736,2023-02-22,Pepsi,Beverage,3,259,777,North
2737,2023-02-22,Burger,Food,4,302,1208,North
2738,2023-02-22,Pepsi,Beverage,4,242,968,West
2739,2023-02-22,Pizza,Food,4,298,1192,West
2740,2023-02-22,Coke,Beverage,1,253,253,North
2741,2023-02-22,Pepsi,Beverage,4,475,1900,West
2742,2023-02-22,Coke,Beverage,4,241,964,East
2743,2023-02-22,Pepsi,Beverage,1,264,264,South
2744,2023-02-22,Juice,Beverage,2,120,240,West
2745,2023-02-22,Juice,Beverage,2,168,336,South
2746,2023-02-22,Coke,Beverage,3,186,558,North
2747,2023-02-22,Pepsi,Beverage,2,404,808,East
2748,2023-02-22,Pasta,Food,3,470,1410,West
2749,2023-02-22,Sandwich,Food,1,440,440,West
2750,2023-02-22,Coke,Beverage,4,495,1980,North
2751,2023-02-22,Juice,Beverage,1,260,260,East
2752,2023-02-22,Sandwich,Food,2,216,432,West
2753,2023-02-22,Coke,Beverage,4,482,1928,North
2754,2023-02-22,Pepsi,Beverage,2,426,852,South
2755,2023-02-22,Juice,Beverage,2,388,776,North
2756,2023-02-22,Pizza,Food,1,251,251,East
2757,2023-02-22,Sandwich,Food,1,160,160,East
2758,2023-02-22,Juice,Beverage,2,127,254,East
2759,2023-02-22,Pasta,Food,2,142,284,North
2760,2023-02-22,Sandwich,Food,1,185,185,East
2761,2023-02-23,Coke,Beverage,1,197,197,East
2762,2023-02-23,Pepsi,Beverage,2,297,594,East
2763,2023-02-23,Pepsi,Beverage,2,164,328,West
2764,2023-02-23,Burger,Food,2,440,880,East
2765,2023-02-23,Fries,Food,1,101,101,West
2766,2023-02-23,Juice,Beverage,2,211,422,West
2767,2023-02-23,Sandwich,Food,1,165,165,North
2768,2023-02-23,Pasta,Food,2,197,394,North
2769,2023-02-23,Juice,Beverage,4,467,1868,East
2770,2023-02-23,Burger,Food,3,224,672,West
2771,2023-02-23,Coke,Beverage,3,185,555,North
2772,2023-02-23,Fries,Food,4,443,1772,East
2773,2023-02-23,Coke,Beverage,3,393,1179,West
2774,2023-02-23,Burger,Food,4,158,632,East
2775,2023-02-23,Pepsi,Beverage,2,198,396,East
2776,2023-02-23,Fries,Food,4,342,1368,West
2777,2023-02-23,Pizza,Food,3,148,444,East
2778,2023-02-23,Fries,Food,4,131,524,West
2779,2023-02-23,Pepsi,Beverage,3,376,1128,West
2780,2023-02-23,Burger,Food,4,253,1012,East
2781,2023-02-23,Juice,Beverage,3,167,501,West
2782,2023-02-23,Pepsi,Beverage,2,471,942,South
2783,2023-02-23,Coke,Beverage,2,242,484,East
2784,2023-02-23,Juice,Beverage,4,331,1324,East
2785,2023-02-23,Pepsi,Beverage,1,178,178,South
2786,2023-02-23,Coke,Beverage,2,215,430,South
2787,2023-02-23,Burger,Food,4,369,1476,North
2788,2023-02-23,Pepsi,Beverage,3,480,1440,East
2789,2023-02-23,Pasta,Food,1,267,267,East
2790,2023-02-23,Pasta,Food,2,383,766,East
2791,2023-02-23,Coke,Beverage,2,468,936,North
2792,2023-02-23,Sandwich,Food,3,165,495,East
2793,2023-02-23,Pizza,Food,1,347,347,West
2794,2023-02-23,Juice,Beverage,2,486,972,West
2795,2023-02-23,Juice,Beverage,4,143,572,East
2796,2023-02-23,Pepsi,Beverage,1,141,141,South
2797,2023-02-24,Burger,Food,3,361,1083,South
2798,2023-02-24,Coke,Beverage,3,378,1134,North
2799,2023-02-24,Sandwich,Food,1,478,478,South
2800,2023-02-24,Pasta,Food,2,296,592,South
2801,2023-02-24,Fries,Food,3,366,1098,West
2802,2023-02-24,Burger,Food,4,367,1468,West
2803,2023-02-24,Coke,Beverage,2,107,214,East
2804,2023-02-24,Pasta,Food,4,396,1584,South
2805,2023-02-24,Burger,Food,4,184,736,South
2806,2023-02-24,Pizza,Food,4,154,616,West
2807,2023-02-24,Pizza,Food,1,146,146,East
2808,2023-02-24,Pizza,Food,3,337,1011,North
2809,2023-02-24,Burger,Food,4,309,1236,North
2810,2023-02-24,Pepsi,Beverage,2,415,830,East
2811,2023-02-24,Pizza,Food,4,367,1468,North
2812,2023-02-24,Sandwich,Food,2,362,724,West
2813,2023-02-24,Burger,Food,4,486,1944,South
2814,2023-02-24,Juice,Beverage,1,358,358,East
2815,2023-02-24,Coke,Beverage,3,213,639,West
2816,2023-02-24,Juice,Beverage,3,139,417,East
2817,2023-02-24,Burger,Food,2,319,638,East
2818,2023-02-24,Coke,Beverage,1,107,107,South
2819,2023-02-24,Sandwich,Food,1,479,479,West
2820,2023-02-24,Pasta,Food,4,206,824,South
2821,2023-02-24,Pasta,Food,1,359,359,West
2822,2023-02-24,Coke,Beverage,2,465,930,West
2823,2023-02-24,Pasta,Food,2,374,748,East
2824,2023-02-24,Sandwich,Food,4,236,944,North
2825,2023-02-24,Coke,Beverage,4,494,1976,South
2826,2023-02-24,Juice,Beverage,2,474,948,East
2827,2023-02-24,Coke,Beverage,4,228,912,West
2828,2023-02-24,Pepsi,Beverage,3,208,624,North
2829,2023-02-24,Pepsi,Beverage,3,120,360,South
2830,2023-02-24,Pizza,Food,2,368,736,West
2831,2023-02-24,Sandwich,Food,2,359,718,North
2832,2023-02-24,Fries,Food,4,201,804,East
2833,2023-02-24,Sandwich,Food,2,322,644,West
2834,2023-02-24,Fries,Food,3,346,1038,South
2835,2023-02-24,Pizza,Food,4,382,1528,West
2836,2023-02-25,Fries,Food,1,230,230,East
2837,2023-02-25,Coke,Beverage,1,295,295,North
2838,2023-02-25,Sandwich,Food,1,253,253,East
2839,2023-02-25,Pepsi,Beverage,2,232,464,East
2840,2023-02-25,Sandwich,Food,3,288,864,East
2841,2023-02-25,Pepsi,Beverage,4,364,1456,North
2842,2023-02-25,Pasta,Food,4,233,932,East
2843,2023-02-25,Juice,Beverage,3,159,477,North
2844,2023-02-25,Pepsi,Beverage,4,476,1904,South
2845,2023-02-25,Pasta,Food,3,463,1389,South
2846,2023-02-25,Juice,Beverage,4,312,1248,West
2847,2023-02-25,Fries,Food,4,325,1300,North
2848,2023-02-25,Burger,Food,2,230,460,East
2849,2023-02-25,Coke,Beverage,4,385,1540,West
2850,2023-02-25,Pasta,Food,2,376,752,South
2851,2023-02-25,Sandwich,Food,4,347,1388,North
2852,2023-02-25,Sandwich,Food,2,289,578,East
2853,2023-02-25,Sandwich,Food,1,262,262,East
2854,2023-02-25,Pizza,Food,4,133,532,South
2855,2023-02-25,Pepsi,Beverage,1,406,406,West
2856,2023-02-25,Fries,Food,3,437,1311,East
2857,2023-02-25,Pasta,Food,2,174,348,East
2858,2023-02-25,Pasta,Food,1,378,378,East
2859,2023-02-25,Juice,Beverage,4,483,1932,North
2860,2023-02-26,Pasta,Food,1,424,424,West
2861,2023-02-26,Pizza,Food,4,238,952,South
2862,2023-02-26,Pasta,Food,2,370,740,East
2863,2023-02-26,Coke,Beverage,3,388,1164,West
2864,2023-02-26,Burger,Food,4,480,1920,West
2865,2023-02-26,Pasta,Food,4,165,660,East
2866,2023-02-26,Juice,Beverage,3,347,1041,South
2867,2023-02-26,Pizza,Food,4,146,584,North
2868,2023-02-26,Pepsi,Beverage,3,300,900,West
2869,2023-02-26,Burger,Food,4,223,892,South
2870,2023-02-26,Pepsi,Beverage,1,346,346,North
2871,2023-02-26,Fries,Food,3,227,681,West
2872,2023-02-26,Sandwich,Food,3,166,498,North
2873,2023-02-26,Pizza,Food,4,402,1608,South
2874,2023-02-26,Burger,Food,2,242,484,West
2875,2023-02-26,Fries,Food,3,120,360,East
2876,2023-02-26,Pepsi,Beverage,3,412,1236,South
2877,2023-02-26,Burger,Food,1,401,401,South
2878,2023-02-26,Pizza,Food,4,241,964,East
2879,2023-02-26,Juice,Beverage,4,138,552,South
2880,2023-02-26,Pizza,Food,1,454,454,North
2881,2023-02-26,Pasta,Food,4,432,1728,South
2882,2023-02-26,Juice,Beverage,3,309,927,South
2883,2023-02-26,Pasta,Food,3,324,972,South
2884,2023-02-26,Pasta,Food,2,350,700,North
2885,2023-02-26,Fries,Food,3,190,570,East
2886,2023-02-26,Sandwich,Food,2,475,950,East
2887,2023-02-26,Fries,Food,2,137,274,West
2888,2023-02-26,Pasta,Food,2,199,398,South
2889,2023-02-26,Coke,Beverage,1,427,427,West
2890,2023-02-26,Juice,Beverage,2,134,268,East
2891,2023-02-26,Fries,Food,3,129,387,East
2892,2023-02-26,Fries,Food,3,433,1299,East
2893,2023-02-26,Fries,Food,3,183,549,North
2894,2023-02-26,Pizza,Food,1,380,380,South
2895,2023-02-26,Fries,Food,4,443,1772,North
2896,2023-02-26,Fries,Food,2,253,506,West
2897,2023-02-26,Sandwich,Food,2,314,628,South
2898,2023-02-26,Sandwich,Food,2,182,364,West
2899,2023-02-26,Sandwich,Food,2,486,972,East
2900,2023-02-26,Fries,Food,2,374,748,North
2901,2023-02-27,Sandwich,Food,4,272,1088,South
2902,2023-02-27,Juice,Beverage,3,305,915,South
2903,2023-02-27,Juice,Beverage,3,172,516,East
2904,2023-02-27,Fries,Food,3,223,669,West
2905,2023-02-27,Fries,Food,3,220,660,North
2906,2023-02-27,Pizza,Food,4,374,1496,West
2907,2023-02-27,Burger,Food,3,497,1491,North
2908,2023-02-27,Pasta,Food,4,416,1664,North
2909,2023-02-27,Sandwich,Food,4,385,1540,East
2910,2023-02-27,Pasta,Food,1,419,419,North
2911,2023-02-27,Fries,Food,1,475,475,East
2912,2023-02-27,Coke,Beverage,4,188,752,South
2913,2023-02-27,Coke,Beverage,2,302,604,South
2914,2023-02-27,Juice,Beverage,1,326,326,West
2915,2023-02-27,Pizza,Food,1,433,433,North
2916,2023-02-27,Pizza,Food,2,140,280,North
2917,2023-02-27,Sandwich,Food,4,167,668,South
2918,2023-02-27,Sandwich,Food,4,363,1452,North
2919,2023-02-27,Pizza,Food,2,460,920,East
2920,2023-02-27,Coke,Beverage,1,209,209,East
2921,2023-02-27,Burger,Food,2,219,438,East
2922,2023-02-27,Pizza,Food,3,354,1062,East
2923,2023-02-27,Burger,Food,3,115,345,West
2924,2023-02-27,Burger,Food,1,161,161,North
2925,2023-02-27,Pasta,Food,1,257,257,North
2926,2023-02-27,Coke,Beverage,4,134,536,West
2927,2023-02-27,Juice,Beverage,3,163,489,West
2928,2023-02-27,Pizza,Food,2,149,298,West
2929,2023-02-28,Burger,Food,3,248,744,North
2930,2023-02-28,Burger,Food,1,403,403,West
2931,2023-02-28,Juice,Beverage,4,456,1824,North
2932,2023-02-28,Fries,Food,3,271,813,North
2933,2023-02-28,Juice,Beverage,1,300,300,East
2934,2023-02-28,Sandwich,Food,1,492,492,South
2935,2023-02-28,Coke,Beverage,4,134,536,East
2936,2023-02-28,Pasta,Food,1,315,315,East
2937,2023-02-28,Juice,Beverage,4,164,656,North
2938,2023-02-28,Sandwich,Food,4,400,1600,East
2939,2023-02-28,Burger,Food,3,431,1293,East
2940,2023-02-28,Pizza,Food,2,175,350,West
2941,2023-02-28,Burger,Food,2,146,292,South
2942,2023-02-28,Sandwich,Food,3,460,1380,South
2943,2023-02-28,Pepsi,Beverage,3,125,375,West
2944,2023-02-28,Pizza,Food,4,192,768,East
2945,2023-02-28,Coke,Beverage,2,331,662,West
2946,2023-02-28,Pepsi,Beverage,1,406,406,North
2947,2023-02-28,Pizza,Food,2,375,750,South
2948,2023-02-28,Sandwich,Food,1,256,256,South
2949,2023-02-28,Pepsi,Beverage,3,231,693,East
2950,2023-02-28,Fries,Food,3,447,1341,East
2951,2023-02-28,Coke,Beverage,4,359,1436,West
2952,2023-02-28,Sandwich,Food,2,175,350,East
2953,2023-02-28,Fries,Food,1,166,166,West
2954,2023-02-28,Pasta,Food,2,293,586,West
2955,2023-02-28,Pizza,Food,4,261,1044,East
2956,2023-02-28,Pasta,Food,3,460,1380,West
2957,2023-02-28,Pepsi,Beverage,1,171,171,East
2958,2023-02-28,Pepsi,Beverage,3,361,1083,East
2959,2023-02-28,Burger,Food,2,252,504,East
2960,2023-02-28,Pepsi,Beverage,2,160,320,West
2961,2023-02-28,Pepsi,Beverage,4,361,1444,West
2962,2023-02-28,Juice,Beverage,2,382,764,East
2963,2023-02-28,Pasta,Food,4,479,1916,North
2964,2023-02-28,Pasta,Food,2,192,384,East
2965,2023-02-28,Pizza,Food,1,340,340,West
2966,2023-02-28,Coke,Beverage,3,241,723,North
2967,2023-02-28,Fries,Food,3,336,1008,East
2968,2023-02-28,Pizza,Food,4,411,1644,North
2969,2023-03-01,Sandwich,Food,1,288,288,North
2970,2023-03-01,Burger,Food,2,148,296,North
2971,2023-03-01,Fries,Food,2,468,936,North
2972,2023-03-01,Pepsi,Beverage,2,235,470,East
2973,2023-03-01,Fries,Food,3,479,1437,South
2974,2023-03-01,Sandwich,Food,1,189,189,North
2975,2023-03-01,Sandwich,Food,3,440,1320,East
2976,2023-03-01,Sandwich,Food,1,291,291,West
2977,2023-03-01,Sandwich,Food,2,205,410,North
2978,2023-03-01,Sandwich,Food,3,409,1227,North
2979,2023-03-01,Pizza,Food,2,332,664,East
2980,2023-03-01,Fries,Food,1,443,443,South
2981,2023-03-01,Fries,Food,1,404,404,South
2982,2023-03-01,Pasta,Food,1,116,116,North
2983,2023-03-01,Burger,Food,4,376,1504,South
2984,2023-03-01,Pepsi,Beverage,3,158,474,South
2985,2023-03-01,Burger,Food,3,282,846,West
2986,2023-03-01,Pasta,Food,1,138,138,East
2987,2023-03-01,Coke,Beverage,1,291,291,South
2988,2023-03-01,Coke,Beverage,3,246,738,East
2989,2023-03-01,Fries,Food,3,432,1296,North
2990,2023-03-01,Pasta,Food,3,145,435,South
2991,2023-03-01,Sandwich,Food,1,100,100,West
2992,2023-03-01,Fries,Food,4,207,828,West
2993,2023-03-01,Burger,Food,3,431,1293,South
2994,2023-03-01,Sandwich,Food,4,208,832,West
2995,2023-03-01,Coke,Beverage,4,339,1356,West
2996,2023-03-01,Pepsi,Beverage,1,400,400,East
2997,2023-03-01,Pepsi,Beverage,2,202,404,West
2998,2023-03-01,Coke,Beverage,4,349,1396,West
2999,2023-03-01,Pepsi,Beverage,1,107,107,North
3000,2023-03-01,Juice,Beverage,1,446,446,West
3001,2023-03-01,Coke,Beverage,2,442,884,West
3002,2023-03-01,Fries,Food,2,314,628,South
3003,2023-03-01,Juice,Beverage,1,274,274,South
3004,2023-03-01,Pasta,Food,4,437,1748,North
3005,2023-03-02,Burger,Food,2,423,846,West
3006,2023-03-02,Juice,Beverage,2,260,520,North
3007,2023-03-02,Burger,Food,3,181,543,West
3008,2023-03-02,Burger,Food,1,246,246,North
3009,2023-03-02,Fries,Food,3,183,549,North
3010,2023-03-02,Coke,Beverage,1,324,324,South
3011,2023-03-02,Coke,Beverage,4,477,1908,East
3012,2023-03-02,Fries,Food,3,242,726,East
3013,2023-03-02,Fries,Food,1,357,357,South
3014,2023-03-02,Juice,Beverage,3,384,1152,North
3015,2023-03-02,Pizza,Food,1,301,301,West
3016,2023-03-02,Pizza,Food,2,406,812,North
3017,2023-03-02,Sandwich,Food,3,365,1095,East
3018,2023-03-02,Juice,Beverage,2,309,618,North
3019,2023-03-02,Sandwich,Food,3,217,651,South
3020,2023-03-02,Pepsi,Beverage,1,476,476,South
3021,2023-03-02,Burger,Food,3,127,381,South
3022,2023-03-02,Burger,Food,3,183,549,South
3023,2023-03-02,Fries,Food,2,254,508,North
3024,2023-03-02,Fries,Food,1,101,101,West
3025,2023-03-02,Pasta,Food,1,265,265,East
3026,2023-03-02,Pasta,Food,3,499,1497,South
3027,2023-03-02,Pizza,Food,2,395,790,East
3028,2023-03-02,Juice,Beverage,2,180,360,East
3029,2023-03-02,Pasta,Food,1,367,367,East
3030,2023-03-02,Pizza,Food,3,334,1002,East
3031,2023-03-02,Pizza,Food,1,410,410,West
3032,2023-03-02,Coke,Beverage,1,456,456,West
3033,2023-03-02,Sandwich,Food,1,161,161,East
3034,2023-03-02,Fries,Food,1,226,226,West
3035,2023-03-02,Pasta,Food,3,378,1134,West
3036,2023-03-02,Coke,Beverage,4,393,1572,South
3037,2023-03-02,Sandwich,Food,4,376,1504,North
3038,2023-03-02,Sandwich,Food,2,206,412,West
3039,2023-03-02,Pasta,Food,2,198,396,South
3040,2023-03-02,Pizza,Food,1,474,474,South
3041,2023-03-02,Fries,Food,1,221,221,East
3042,2023-03-03,Coke,Beverage,4,463,1852,West
3043,2023-03-03,Burger,Food,2,387,774,South
3044,2023-03-03,Pepsi,Beverage,3,294,882,East
3045,2023-03-03,Sandwich,Food,4,271,1084,North
3046,2023-03-03,Sandwich,Food,3,140,420,South
3047,2023-03-03,Pizza,Food,3,122,366,North
3048,2023-03-03,Juice,Beverage,4,174,696,East
3049,2023-03-03,Burger,Food,4,259,1036,South
3050,2023-03-03,Burger,Food,2,412,824,North
3051,2023-03-03,Burger,Food,2,199,398,North
3052,2023-03-03,Fries,Food,4,266,1064,North
3053,2023-03-03,Pasta,Food,2,255,510,North
3054,2023-03-03,Coke,Beverage,1,106,106,North
3055,2023-03-03,Sandwich,Food,4,155,620,East
3056,2023-03-03,Pepsi,Beverage,1,292,292,South
3057,2023-03-03,Juice,Beverage,3,247,741,North
3058,2023-03-03,Burger,Food,3,256,768,West
3059,2023-03-03,Pasta,Food,2,225,450,West
3060,2023-03-03,Pasta,Food,3,404,1212,North
3061,2023-03-03,Fries,Food,1,393,393,South
3062,2023-03-03,Fries,Food,4,424,1696,East
3063,2023-03-03,Pasta,Food,4,275,1100,West
3064,2023-03-03,Pasta,Food,4,303,1212,South
3065,2023-03-03,Coke,Beverage,2,420,840,East
3066,2023-03-03,Pizza,Food,3,487,1461,South
3067,2023-03-03,Burger,Food,1,464,464,South
3068,2023-03-03,Fries,Food,2,424,848,East
3069,2023-03-03,Pepsi,Beverage,2,475,950,South
3070,2023-03-03,Pepsi,Beverage,4,166,664,South
3071,2023-03-03,Sandwich,Food,3,144,432,North
3072,2023-03-03,Burger,Food,4,253,1012,West
3073,2023-03-03,Pasta,Food,3,462,1386,East
3074,2023-03-03,Pepsi,Beverage,4,333,1332,North
3075,2023-03-03,Coke,Beverage,3,405,1215,South
3076,2023-03-03,Pizza,Food,2,414,828,South
3077,2023-03-03,Burger,Food,1,498,498,East
3078,2023-03-03,Burger,Food,1,129,129,West
3079,2023-03-03,Pizza,Food,2,221,442,East
3080,2023-03-03,Pasta,Food,1,136,136,North
3081,2023-03-03,Pizza,Food,2,223,446,East
3082,2023-03-03,Coke,Beverage,1,134,134,North
3083,2023-03-03,Pizza,Food,3,233,699,East
3084,2023-03-03,Pepsi,Beverage,4,373,1492,East
3085,2023-03-03,Coke,Beverage,4,300,1200,East
3086,2023-03-03,Pizza,Food,1,384,384,West
3087,2023-03-03,Pasta,Food,1,158,158,West
3088,2023-03-03,Burger,Food,3,225,675,East
3089,2023-03-03,Fries,Food,4,208,832,East
3090,2023-03-03,Sandwich,Food,4,377,1508,West
3091,2023-03-04,Pizza,Food,1,264,264,South
3092,2023-03-04,Juice,Beverage,1,404,404,West
3093,2023-03-04,Fries,Food,1,261,261,South
3094,2023-03-04,Pasta,Food,1,441,441,North
3095,2023-03-04,Coke,Beverage,1,478,478,West
3096,2023-03-04,Burger,Food,3,486,1458,East
3097,2023-03-04,Fries,Food,2,453,906,West
3098,2023-03-04,Sandwich,Food,4,208,832,South
3099,2023-03-04,Pepsi,Beverage,3,349,1047,West
3100,2023-03-04,Pepsi,Beverage,1,440,440,West
3101,2023-03-04,Burger,Food,2,482,964,West
3102,2023-03-04,Pizza,Food,4,120,480,East
3103,2023-03-04,Fries,Food,4,238,952,East
3104,2023-03-04,Juice,Beverage,3,423,1269,East
3105,2023-03-04,Pizza,Food,3,484,1452,North
3106,2023-03-04,Sandwich,Food,4,379,1516,West
3107,2023-03-04,Sandwich,Food,1,496,496,East
3108,2023-03-04,Pasta,Food,3,453,1359,North
3109,2023-03-04,Fries,Food,3,372,1116,South
3110,2023-03-04,Pizza,Food,3,351,1053,East
3111,2023-03-04,Burger,Food,2,203,406,East
3112,2023-03-04,Pizza,Food,2,348,696,North
3113,2023-03-04,Fries,Food,4,349,1396,South
3114,2023-03-05,Coke,Beverage,1,440,440,South
3115,2023-03-05,Pizza,Food,4,383,1532,West
3116,2023-03-05,Coke,Beverage,1,244,244,North
3117,2023-03-05,Burger,Food,1,263,263,North
3118,2023-03-05,Pasta,Food,2,246,492,South
3119,2023-03-05,Pepsi,Beverage,3,163,489,West
3120,2023-03-05,Juice,Beverage,3,216,648,South
3121,2023-03-05,Burger,Food,2,366,732,North
3122,2023-03-05,Pasta,Food,2,272,544,West
3123,2023-03-05,Juice,Beverage,3,239,717,South
3124,2023-03-05,Fries,Food,2,248,496,West
3125,2023-03-05,Sandwich,Food,2,494,988,West
3126,2023-03-05,Burger,Food,3,104,312,West
3127,2023-03-05,Coke,Beverage,1,283,283,South
3128,2023-03-05,Coke,Beverage,4,145,580,West
3129,2023-03-05,Pasta,Food,2,111,222,West
3130,2023-03-05,Pasta,Food,2,116,232,West
3131,2023-03-05,Fries,Food,3,246,738,North
3132,2023-03-05,Coke,Beverage,2,403,806,North
3133,2023-03-05,Pizza,Food,4,335,1340,East
3134,2023-03-05,Juice,Beverage,4,451,1804,North
3135,2023-03-05,Pizza,Food,2,282,564,South
3136,2023-03-05,Pasta,Food,2,327,654,North
3137,2023-03-05,Pizza,Food,2,174,348,West
